#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
1900	1300	2307681	2307681.000	57148	57148.000
1850	650	2307681	2307681.000	57752	57752.000
1850	50	2307681	2307681.000	57685	57685.000
1900	1250	2307681	2307681.000	58680	58680.000
1900	1150	2307681	2307681.000	58544	58544.000
1850	500	2307681	2307681.000	58041	58041.000
1850	950	2307681	2307681.000	57792	57792.000
1900	1400	2307681	2307681.000	56869	56869.000
1850	350	2307681	2307681.000	57745	57745.000
1850	1450	2307681	2307681.000	173547	173547.000
1850	400	2307681	2307681.000	57889	57889.000
1900	200	2307681	2307681.000	59100	59100.000
1900	150	2307681	2307681.000	55114	55114.000
1850	850	2307681	2307681.000	57758	57758.000
1850	1300	2307681	2307681.000	57526	57526.000
1850	250	2307681	2307681.000	56436	56436.000
1900	1050	2307681	2307681.000	58377	58377.000
1850	700	2307681	2307681.000	57936	57936.000
1900	1350	2307681	2307681.000	58580	58580.000
1900	1200	2307681	2307681.000	56742	56742.000
1850	1200	2307681	2307681.000	56158	56158.000
1850	550	2307681	2307681.000	57813	57813.000
1850	600	2307681	2307681.000	57869	57869.000
1900	0	2307681	2307681.000	58600	58600.000
1900	1100	2307681	2307681.000	58592	58592.000
1850	450	2307681	2307681.000	57918	57918.000
1900	100	2307681	2307681.000	58434	58434.000
1850	900	2307681	2307681.000	57822	57822.000
1900	1450	2307681	2307681.000	58503	58503.000
1850	1350	2307681	2307681.000	56434	56434.000
1850	300	2307681	2307681.000	56389	56389.000
1900	1000	2307681	2307681.000	58664	58664.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
1950	1050	2340775	2340775.000	59241	59241.000
1950	1100	2340775	2340775.000	59434	59434.000
1950	1250	2340775	2340775.000	59392	59392.000
1950	150	2340775	2340775.000	59587	59587.000
1900	50	2340775	2340775.000	58433	58433.000
1900	350	2340775	2340775.000	58213	58213.000
1950	1150	2340775	2340775.000	59435	59435.000
1900	650	2340775	2340775.000	54379	54379.000
1900	950	2340775	2340775.000	54824	54824.000
1950	1350	2340775	2340775.000	59369	59369.000
1900	500	2340775	2340775.000	58544	58544.000
1950	0	2340775	2340775.000	58385	58385.000
1900	800	2340775	2340775.000	58400	58400.000
1950	450	2340775	2340775.000	59518	59518.000
1950	1000	2340775	2340775.000	56630	56630.000
1950	1450	2340775	2340775.000	59344	59344.000
1950	1200	2340775	2340775.000	59413	59413.000
1950	350	2340775	2340775.000	59342	59342.000
1950	100	2340775	2340775.000	59324	59324.000
1950	550	2340775	2340775.000	59319	59319.000
1900	450	2340775	2340775.000	58419	58419.000
1900	750	2340775	2340775.000	58628	58628.000
1950	1300	2340775	2340775.000	58897	58897.000
1900	300	2340775	2340775.000	54556	54556.000
1950	200	2340775	2340775.000	59470	59470.000
1900	600	2340775	2340775.000	58469	58469.000
1950	250	2340775	2340775.000	59164	59164.000
1950	400	2340775	2340775.000	59184	59184.000
1950	650	2340775	2340775.000	59304	59304.000
1950	500	2340775	2340775.000	59071	59071.000
1950	1400	2340775	2340775.000	59475	59475.000
1950	300	2340775	2340775.000	59225	59225.000
1900	700	2340775	2340775.000	58458	58458.000
1900	250	2340775	2340775.000	58471	58471.000
1900	550	2340775	2340775.000	54587	54587.000
1900	850	2340775	2340775.000	58740	58740.000
1900	900	2340775	2340775.000	59092	59092.000
1900	400	2340775	2340775.000	58345	58345.000
1950	50	2340775	2340775.000	59500	59500.000
1950	600	2340775	2340775.000	59194	59194.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
1950	800	355766	355766.000	59352	59352.000
1950	750	355766	355766.000	59153	59153.000
1950	950	355766	355766.000	59475	59475.000
1950	700	355766	355766.000	59440	59440.000
1950	900	355766	355766.000	59218	59218.000
1950	850	355766	355766.000	59128	59128.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
600	200	1830056	1830056.000	458655	458655.000
600	225	1830056	1830056.000	457644	457644.000
600	0	1830056	1830056.000	456898	456898.000
600	100	1830056	1830056.000	456859	456859.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
600	275	1815722	1815722.000	452649	452649.000
600	325	1815722	1815722.000	457749	457749.000
600	250	1815722	1815722.000	447773	447773.000
600	300	1815722	1815722.000	457551	457551.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
625	250	1965926	1965926.000	358462	358462.000
600	350	1965926	1965926.000	433604	433604.000
625	200	1965926	1965926.000	358598	358598.000
625	225	1965926	1965926.000	358792	358792.000
600	375	1965926	1965926.000	456470	456470.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
625	325	1783289	1783289.000	355884	355884.000
625	275	1783289	1783289.000	356888	356888.000
625	350	1783289	1783289.000	355812	355812.000
625	300	1783289	1783289.000	356388	356388.000
625	375	1783289	1783289.000	358317	358317.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
650	200	1774969	1774969.000	285220	285220.000
650	325	1774969	1774969.000	285478	285478.000
650	275	1774969	1774969.000	275830	275830.000
650	300	1774969	1774969.000	284808	284808.000
650	250	1774969	1774969.000	284829	284829.000
625	400	1774969	1774969.000	358804	358804.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
650	350	1738566	1738566.000	270072	270072.000
675	300	1738566	1738566.000	209031	209031.000
650	400	1738566	1738566.000	284640	284640.000
675	275	1738566	1738566.000	208867	208867.000
650	375	1738566	1738566.000	279752	279752.000
675	250	1738566	1738566.000	201410	201410.000
650	425	1738566	1738566.000	284794	284794.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
675	450	1277917	1277917.000	212844	212844.000
675	375	1277917	1277917.000	212673	212673.000
675	350	1277917	1277917.000	213253	213253.000
675	425	1277917	1277917.000	213048	213048.000
675	400	1277917	1277917.000	212877	212877.000
675	325	1277917	1277917.000	213222	213222.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
700	325	2050646	2050646.000	182540	182540.000
700	100	2050646	2050646.000	188514	188514.000
700	350	2050646	2050646.000	188627	188627.000
700	400	2050646	2050646.000	188404	188404.000
700	375	2050646	2050646.000	182849	182849.000
700	425	2050646	2050646.000	188818	188818.000
700	200	2050646	2050646.000	183275	183275.000
700	450	2050646	2050646.000	188785	188785.000
700	0	2050646	2050646.000	182678	182678.000
700	250	2050646	2050646.000	188368	188368.000
700	300	2050646	2050646.000	187788	187788.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
725	500	1773586	1773586.000	135291	135291.000
700	475	1773586	1773586.000	187848	187848.000
725	475	1773586	1773586.000	135160	135160.000
725	375	1773586	1773586.000	141027	141027.000
725	450	1773586	1773586.000	141055	141055.000
725	350	1773586	1773586.000	135286	135286.000
725	425	1773586	1773586.000	140679	140679.000
750	250	1773586	1773586.000	111772	111772.000
725	325	1773586	1773586.000	129358	129358.000
725	400	1773586	1773586.000	141344	141344.000
750	300	1773586	1773586.000	117004	117004.000
725	300	1773586	1773586.000	140356	140356.000
750	200	1773586	1773586.000	117406	117406.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
750	400	1824037	1824037.000	140777	140777.000
750	350	1824037	1824037.000	140655	140655.000
750	525	1824037	1824037.000	139878	139878.000
750	475	1824037	1824037.000	140315	140315.000
775	350	1824037	1824037.000	140493	140493.000
775	400	1824037	1824037.000	140277	140277.000
750	500	1824037	1824037.000	139812	139812.000
750	425	1824037	1824037.000	140302	140302.000
750	450	1824037	1824037.000	140585	140585.000
750	375	1824037	1824037.000	140168	140168.000
775	375	1824037	1824037.000	140465	140465.000
775	450	1824037	1824037.000	140519	140519.000
775	425	1824037	1824037.000	139791	139791.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
775	500	561539	561539.000	140425	140425.000
775	475	561539	561539.000	140831	140831.000
775	550	561539	561539.000	140137	140137.000
775	525	561539	561539.000	140146	140146.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
800	475	1807268	1807268.000	135941	135941.000
800	0	1807268	1807268.000	93704	93704.000
800	250	1807268	1807268.000	93798	93798.000
800	500	1807268	1807268.000	140917	140917.000
800	525	1807268	1807268.000	136443	136443.000
825	400	1807268	1807268.000	140645	140645.000
800	300	1807268	1807268.000	94049	94049.000
800	550	1807268	1807268.000	136046	136046.000
800	400	1807268	1807268.000	136622	136622.000
800	575	1807268	1807268.000	140929	140929.000
800	100	1807268	1807268.000	93753	93753.000
800	425	1807268	1807268.000	136326	136326.000
800	350	1807268	1807268.000	93897	93897.000
800	200	1807268	1807268.000	93709	93709.000
800	450	1807268	1807268.000	140489	140489.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
850	300	1875991	1875991.000	93562	93562.000
825	575	1875991	1875991.000	141216	141216.000
850	475	1875991	1875991.000	140275	140275.000
825	600	1875991	1875991.000	140520	140520.000
850	450	1875991	1875991.000	140659	140659.000
825	550	1875991	1875991.000	140370	140370.000
850	400	1875991	1875991.000	94028	94028.000
850	250	1875991	1875991.000	93955	93955.000
825	525	1875991	1875991.000	140947	140947.000
825	475	1875991	1875991.000	140383	140383.000
825	500	1875991	1875991.000	140698	140698.000
825	450	1875991	1875991.000	140986	140986.000
850	200	1875991	1875991.000	94136	94136.000
850	350	1875991	1875991.000	93874	93874.000
825	425	1875991	1875991.000	140382	140382.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
850	525	1800851	1800851.000	140762	140762.000
850	600	1800851	1800851.000	140325	140325.000
875	450	1800851	1800851.000	140488	140488.000
850	625	1800851	1800851.000	129746	129746.000
875	600	1800851	1800851.000	140255	140255.000
850	550	1800851	1800851.000	141038	141038.000
875	500	1800851	1800851.000	138514	138514.000
875	475	1800851	1800851.000	140376	140376.000
875	575	1800851	1800851.000	140217	140217.000
850	575	1800851	1800851.000	140866	140866.000
850	500	1800851	1800851.000	140355	140355.000
875	550	1800851	1800851.000	130366	130366.000
875	525	1800851	1800851.000	137543	137543.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
875	650	1867623	1867623.000	141013	141013.000
875	625	1867623	1867623.000	140950	140950.000
900	550	1867623	1867623.000	140872	140872.000
900	200	1867623	1867623.000	93828	93828.000
900	100	1867623	1867623.000	94103	94103.000
900	625	1867623	1867623.000	140645	140645.000
900	400	1867623	1867623.000	94181	94181.000
900	525	1867623	1867623.000	140703	140703.000
900	250	1867623	1867623.000	93798	93798.000
900	300	1867623	1867623.000	94597	94597.000
900	600	1867623	1867623.000	141142	141142.000
900	450	1867623	1867623.000	81628	81628.000
900	575	1867623	1867623.000	140724	140724.000
900	500	1867623	1867623.000	141519	141519.000
900	350	1867623	1867623.000	94143	94143.000
900	0	1867623	1867623.000	93777	93777.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
925	550	1832805	1832805.000	141250	141250.000
900	650	1832805	1832805.000	140815	140815.000
925	700	1832805	1832805.000	141119	141119.000
950	250	1832805	1832805.000	94124	94124.000
925	600	1832805	1832805.000	141141	141141.000
925	625	1832805	1832805.000	141578	141578.000
950	300	1832805	1832805.000	94196	94196.000
925	500	1832805	1832805.000	140669	140669.000
925	575	1832805	1832805.000	140982	140982.000
925	650	1832805	1832805.000	140903	140903.000
925	525	1832805	1832805.000	140972	140972.000
900	675	1832805	1832805.000	140613	140613.000
925	675	1832805	1832805.000	140097	140097.000
950	200	1832805	1832805.000	94346	94346.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
950	675	1787238	1787238.000	141821	141821.000
950	500	1787238	1787238.000	93936	93936.000
950	450	1787238	1787238.000	90788	90788.000
950	600	1787238	1787238.000	141645	141645.000
950	625	1787238	1787238.000	141161	141161.000
950	400	1787238	1787238.000	94151	94151.000
975	575	1787238	1787238.000	141910	141910.000
975	550	1787238	1787238.000	141664	141664.000
950	550	1787238	1787238.000	141150	141150.000
950	700	1787238	1787238.000	141119	141119.000
950	650	1787238	1787238.000	141467	141467.000
950	575	1787238	1787238.000	141497	141497.000
950	725	1787238	1787238.000	140773	140773.000
950	350	1787238	1787238.000	94156	94156.000
#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
975	600	992951	992951.000	141740	141740.000
975	675	992951	992951.000	142031	142031.000
975	725	992951	992951.000	141546	141546.000
975	650	992951	992951.000	142096	142096.000
975	700	992951	992951.000	141988	141988.000
975	750	992951	992951.000	141493	141493.000
975	625	992951	992951.000	142057	142057.000
