CSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.01871) : (0.928778)) : (x<50 ? 0.956361:1.0123)) : (x<100 ? (x<80 ? (x<70 ? 1.16156:1.10221) : (1.09245)) : (x<120 ? 1.02644:0.995273))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.02974:0.959606) : (1.07381)) : (x<400 ? 0.972082:1.11265)) : (x<800 ? (x<670 ? 1.24604:1.1455) : (x<1000 ? 1.40336:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.09275) : (1.59871)) : (x<50 ? 1.30621:1.60649)) : (x<100 ? (x<80 ? (x<70 ? 1.40959:1.58037) : (1.34204)) : (x<120 ? 1.69444:1.62337))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.603:1.78851) : (1.99979)) : (x<400 ? 3.20415:4.83361)) : (x<800 ? (x<670 ? 3.23599:2.87817) : (x<1000 ? 3.01266:0)))" 
1, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.933741) : (0.949675)) : (x<50 ? 0.952284:0.95635)) : (x<100 ? (x<80 ? (x<70 ? 0.958395:0.958151) : (0.956627)) : (x<120 ? 0.954438:0.95614))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.952159:0.946993) : (0.93954)) : (x<400 ? 0.934836:0.929424)) : (x<800 ? (x<670 ? 0.918646:0.927967) : (x<1000 ? 0.882913:0)))" 
1, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.922974) : (0.937894)) : (x<50 ? 0.932533:0.942711)) : (x<100 ? (x<80 ? (x<70 ? 0.949557:0.943213) : (0.938952)) : (x<120 ? 0.932727:0.942654))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.929257:0.930096) : (0.913627)) : (x<400 ? 0.933621:0.968959)) : (x<800 ? (x<670 ? 1.05035:1.14694) : (x<1000 ? 1.01897:0)))" 
1, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.21911) : (1.2502)) : (x<50 ? 1.24931:1.29504)) : (x<100 ? (x<80 ? (x<70 ? 1.33149:1.34398) : (1.3757)) : (x<120 ? 1.43151:1.61694))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.82054:2.19675) : (2.53506)) : (x<400 ? 2.664:3.60068)) : (x<800 ? (x<670 ? 3.39327:3.9089) : (x<1000 ? 3.90082:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.891367) : (0.899856)) : (x<50 ? 0.918944:0.925594)) : (x<100 ? (x<80 ? (x<70 ? 0.932619:0.932988) : (0.920479)) : (x<120 ? 0.899784:0.906117))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.836109:0.838409) : (0.847532)) : (x<400 ? 0.954121:0.966095)) : (x<800 ? (x<670 ? 0.676857:0.25618) : (x<1000 ? 0.908046:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.882461) : (1.05218)) : (x<50 ? 0.537215:1.30712)) : (x<100 ? (x<80 ? (x<70 ? 1.01582:1.74684) : (0.95619)) : (x<120 ? 1.10299:0.656522))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.66635:2.52174) : (1.60199)) : (x<400 ? 1.23606:2.57955)) : (x<800 ? (x<670 ? 6.31902:0) : (x<1000 ? 0:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.867767) : (0.776026)) : (x<50 ? 2.04055:0.851332)) : (x<100 ? (x<80 ? (x<70 ? 1.03801:1.94784) : (3.57406)) : (x<120 ? 1.57458:2.88825))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 3.80192:1.67457) : (4.41606)) : (x<400 ? 5.88652:4.13896)) : (x<800 ? (x<670 ? 1.64101:0) : (x<1000 ? 0:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.87081) : (0.908045)) : (x<50 ? 0.886419:0.908962)) : (x<100 ? (x<80 ? (x<70 ? 0.906191:0.914193) : (0.881172)) : (x<120 ? 0.887797:0.898383))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.879416:0.853252) : (0.869027)) : (x<400 ? 0.785323:0.794015)) : (x<800 ? (x<670 ? 0.757098:0.781537) : (x<1000 ? 0.772616:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.0606) : (0.900791)) : (x<50 ? 1.00055:0.829535)) : (x<100 ? (x<80 ? (x<70 ? 1.00834:1.14046) : (0.715135)) : (x<120 ? 0.918593:0.810817))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.00703:0.733977) : (1.01105)) : (x<400 ? 0.926457:1.0062)) : (x<800 ? (x<670 ? 1.27875:1.00611) : (x<1000 ? 1.09713:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.970251) : (1.41107)) : (x<50 ? 0.820603:2.36848)) : (x<100 ? (x<80 ? (x<70 ? 1.45387:1.48884) : (1.64065)) : (x<120 ? 0.93095:2.39883))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.05425:1.77537) : (2.06686)) : (x<400 ? 8.73265:2.75896)) : (x<800 ? (x<670 ? 0:0) : (x<1000 ? 2.40789:0)))" 
2, fastsim, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.884514) : (0.902608)) : (x<50 ? 0.909333:0.911471)) : (x<100 ? (x<80 ? (x<70 ? 0.914839:0.914068) : (0.909377)) : (x<120 ? 0.906412:0.903428))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.890119:0.876488) : (0.852845)) : (x<400 ? 0.828139:0.787305)) : (x<800 ? (x<670 ? 0.778332:0.807343) : (x<1000 ? 0.729575:0)))" 
2, fastsim, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.845245) : (0.880905)) : (x<50 ? 0.862547:0.894379)) : (x<100 ? (x<80 ? (x<70 ? 0.877825:0.884109) : (0.886047)) : (x<120 ? 0.8761:0.876664))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.866942:0.850554) : (0.850884)) : (x<400 ? 0.790907:0.910873)) : (x<800 ? (x<670 ? 0.978336:0.82158) : (x<1000 ? 1.13506:0)))" 
2, fastsim, central, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.28336) : (1.51401)) : (x<50 ? 1.56854:1.73542)) : (x<100 ? (x<80 ? (x<70 ? 1.80814:1.75761) : (1.74908)) : (x<120 ? 1.88742:2.04067))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.19071:2.70339) : (2.8553)) : (x<400 ? 3.24288:4.66167)) : (x<800 ? (x<670 ? 4.59395:7.17466) : (x<1000 ? 3.97891:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.88179) : (0.890869)) : (x<50 ? 0.909075:0.914416)) : (x<100 ? (x<80 ? (x<70 ? 0.91963:0.917746) : (0.90671)) : (x<120 ? 0.880127:0.882216))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.792019:0.753074) : (0.734406)) : (x<400 ? 0.787546:0.756061)) : (x<800 ? (x<670 ? 0.507669:0.0901547) : (x<1000 ? 0.505457:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.756967) : (0.864978)) : (x<50 ? 0.412432:0.951573)) : (x<100 ? (x<80 ? (x<70 ? 0.682752:1.10221) : (0.687653)) : (x<120 ? 0.68902:0.442414))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.711825:0.996803) : (0.425401)) : (x<400 ? 0.400025:0.407588)) : (x<800 ? (x<670 ? -0.634743:0) : (x<1000 ? 0:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.730723) : (0.584306)) : (x<50 ? 1.0196:0.335524)) : (x<100 ? (x<80 ? (x<70 ? 0.482626:0.754011) : (0.707513)) : (x<120 ? 0.557524:1.20096))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.64494:0.592824) : (-0.522684)) : (x<400 ? 1.35846:0.864271)) : (x<800 ? (x<670 ? 0.580406:0) : (x<1000 ? 0:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.835538) : (0.875762)) : (x<50 ? 0.855489:0.877059)) : (x<100 ? (x<80 ? (x<70 ? 0.874507:0.881463) : (0.858491)) : (x<120 ? 0.863635:0.879466))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.860022:0.831149) : (0.84386)) : (x<400 ? 0.761262:0.766285)) : (x<800 ? (x<670 ? 0.732151:0.745634) : (x<1000 ? 0.735668:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.891211) : (0.777379)) : (x<50 ? 0.8479:0.702554)) : (x<100 ? (x<80 ? (x<70 ? 0.828852:0.928957) : (0.629074)) : (x<120 ? 0.790254:0.718108))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.876161:0.626955) : (0.820408)) : (x<400 ? 0.727756:0.806025)) : (x<800 ? (x<670 ? 1.01806:0.712288) : (x<1000 ? 0.660212:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.800648) : (1.08897)) : (x<50 ? 0.610549:1.36133)) : (x<100 ? (x<80 ? (x<70 ? 0.935693:0.778921) : (1.09096)) : (x<120 ? 0.646569:1.45372))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.733965:1.0084) : (1.09454)) : (x<400 ? -0.108457:0.738199)) : (x<800 ? (x<670 ? 0:0) : (x<1000 ? -0.134202:0)))" 
2, fastsim, down, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.882541) : (0.900956)) : (x<50 ? 0.907747:0.909874)) : (x<100 ? (x<80 ? (x<70 ? 0.913163:0.912274) : (0.907933)) : (x<120 ? 0.904616:0.901631))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.887372:0.871745) : (0.845681)) : (x<400 ? 0.817637:0.771603)) : (x<800 ? (x<670 ? 0.756547:0.763527) : (x<1000 ? 0.676141:0)))" 
2, fastsim, down, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.837623) : (0.873836)) : (x<50 ? 0.855289:0.88631)) : (x<100 ? (x<80 ? (x<70 ? 0.869121:0.87447) : (0.878054)) : (x<120 ? 0.866218:0.866673))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.8519:0.824581) : (0.810553)) : (x<400 ? 0.737079:0.831693)) : (x<800 ? (x<670 ? 0.860033:0.526149) : (x<1000 ? 0.39639:0)))" 
2, fastsim, down, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.25353) : (1.47814)) : (x<50 ? 1.52564:1.68132)) : (x<100 ? (x<80 ? (x<70 ? 1.74498:1.68873) : (1.6935)) : (x<120 ? 1.8134:1.96356))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.06453:2.45969) : (2.52247)) : (x<400 ? 2.77053:3.62672)) : (x<800 ? (x<670 ? 3.28241:3.24071) : (x<1000 ? 1.28109:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.900945) : (0.908844)) : (x<50 ? 0.928813:0.936773)) : (x<100 ? (x<80 ? (x<70 ? 0.945608:0.94823) : (0.934249)) : (x<120 ? 0.91944:0.930018))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.880198:0.923745) : (0.960659)) : (x<400 ? 1.1207:1.17613)) : (x<800 ? (x<670 ? 0.846045:0.422205) : (x<1000 ? 1.31064:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.00796) : (1.23938)) : (x<50 ? 0.661998:1.66266)) : (x<100 ? (x<80 ? (x<70 ? 1.34889:2.39148) : (1.22473)) : (x<120 ? 1.51695:0.87063))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.62087:4.04668) : (2.77858)) : (x<400 ? 2.07209:4.7515)) : (x<800 ? (x<670 ? 13.2728:0) : (x<1000 ? 0:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.00481) : (0.967747)) : (x<50 ? 3.0615:1.36714)) : (x<100 ? (x<80 ? (x<70 ? 1.5934:3.14166) : (6.44061)) : (x<120 ? 2.59163:4.57554))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 5.95889:2.75631) : (9.35481)) : (x<400 ? 10.4146:7.41364)) : (x<800 ? (x<670 ? 2.70162:0) : (x<1000 ? 0:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.906083) : (0.940329)) : (x<50 ? 0.917349:0.940865)) : (x<100 ? (x<80 ? (x<70 ? 0.937874:0.946923) : (0.903854)) : (x<120 ? 0.911959:0.917301))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.898811:0.875355) : (0.894194)) : (x<400 ? 0.809384:0.821746)) : (x<800 ? (x<670 ? 0.782045:0.817441) : (x<1000 ? 0.809563:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.22998) : (1.0242)) : (x<50 ? 1.1532:0.956516)) : (x<100 ? (x<80 ? (x<70 ? 1.18782:1.35197) : (0.801196)) : (x<120 ? 1.04693:0.903526))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.13789:0.841) : (1.20168)) : (x<400 ? 1.12516:1.20638)) : (x<800 ? (x<670 ? 1.53943:1.29994) : (x<1000 ? 1.53404:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.13985) : (1.73318)) : (x<50 ? 1.03066:3.37563)) : (x<100 ? (x<80 ? (x<70 ? 1.97205:2.19876) : (2.19034)) : (x<120 ? 1.21533:3.34394))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 1.37453:2.54233) : (3.03918)) : (x<400 ? 17.5738:4.77972)) : (x<800 ? (x<670 ? 0:0) : (x<1000 ? 4.94999:0)))" 
2, fastsim, up, 0, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.886487) : (0.90426)) : (x<50 ? 0.91092:0.913068)) : (x<100 ? (x<80 ? (x<70 ? 0.916515:0.915862) : (0.910821)) : (x<120 ? 0.908209:0.905225))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.892867:0.881232) : (0.860009)) : (x<400 ? 0.838641:0.803008)) : (x<800 ? (x<670 ? 0.800116:0.851159) : (x<1000 ? 0.78301:0)))" 
2, fastsim, up, 1, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:0.852867) : (0.887975)) : (x<50 ? 0.869806:0.902449)) : (x<100 ? (x<80 ? (x<70 ? 0.886528:0.893748) : (0.89404)) : (x<120 ? 0.885981:0.886655))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 0.881983:0.876528) : (0.891216)) : (x<400 ? 0.844735:0.990054)) : (x<800 ? (x<670 ? 1.09664:1.11701) : (x<1000 ? 1.87372:0)))" 
2, fastsim, up, 2, -2.4, 2.4, 20, 1000, 0, 1, "x<160 ? (x<60 ? (x<40 ? (x<30 ? (x<20 ? 0:1.3132) : (1.54988)) : (x<50 ? 1.61144:1.78952)) : (x<100 ? (x<80 ? (x<70 ? 1.87131:1.8265) : (1.80467)) : (x<120 ? 1.96144:2.11778))) : (x<500 ? (x<320 ? (x<260 ? (x<210 ? 2.3169:2.9471) : (3.18814)) : (x<400 ? 3.71524:5.69662)) : (x<800 ? (x<670 ? 5.90549:11.1086) : (x<1000 ? 6.67672:0)))" 
